#PARAMS:size=14993,delta_q=4
Step,Time,Average Temperature,Kinetic,Potential
49300,7095,941.177,1824,-52190.6
49400,7110,947.671,1836.58,-52195.4
49500,7125,947.851,1836.93,-52188
49600,7140,948.868,1838.9,-52182.1
49700,7155,959.154,1858.84,-52194.5
49800,7170,954.561,1849.93,-52177.1
49900,7185,954.087,1849.02,-52168.4
50000,7200,954.528,1849.87,-52161.4
50100,7215,953.442,1847.77,-52151.1
50200,7230,963.932,1868.1,-52164.6
50300,7245,961.258,1862.91,-52151
50400,7260,962.586,1865.49,-52145.9
50500,7275,966.312,1872.71,-52145.2
50600,7290,963.079,1866.44,-52130.9
50700,7305,964.978,1870.12,-52126.6
50800,7320,969.896,1879.65,-52128.8
50900,7335,966.926,1873.9,-52114.7
51000,7350,969.459,1878.81,-52112
51100,7365,971.777,1883.3,-52108.9
51200,7380,970.338,1880.51,-52097.6
51300,7395,974.864,1889.28,-52098.9
51400,7410,978.896,1897.1,-52098.9
51500,7425,977.477,1894.35,-52088.1
51600,7440,981.842,1902.81,-52088.9
51700,7455,976.834,1893.1,-52071
51800,7470,983.802,1906.6,-52076.5
51900,7485,984.82,1908.58,-52071
